Title,Price,Rating,No. of Reviews,Width,Thickness,Weight,Height,Sales Package,model number,model name,Shape,Color,Touchscreen?,Water resistant?,Sensor,Battery Type,Charge Time,Battery Life,Warranty,Warranty Service Information,Covered in warranty,Not covered in warranty
"Fastrack Revoltt FS1 Pro|World's First,1.96"" Super AMOLED|Highest Resolution|BT Calling Smartwatch  (Black Strap, Free Size)","₹2,299","1,21,999 Ratings","8,311 Reviews",39.4 mm,13 mm,46 g,46.6 mm,"Watch Head, Watch Strap, Charging Cable, Quick Start Guide, Product Manual",38086PP01,"Revoltt FS1 Pro|World's First,1.96"" Super AMOLED|Highest Resolution|BT Calling",Square,Black,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,60 min,Upto 5 Days,1 Year Limited warranty,Customer Care At 1800-266-0123 or E-Mail Us At customercare@tco.in,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Silver Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Silver,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"Titan Smart 3|1.96'' AMOLED Display|SingleSync BT Calling|Fast Charging|110+ Sports Smartwatch  (Black Strap, Free Size)","₹4,995","1,014 Ratings",62 Reviews,37.3 mm,10.9 mm,47 g,52 mm,Watch Head::Watch Strap::Charging Cable::Quick Start Guide::Warranty Card,90188AP01,Smart 3|1.96'' AMOLED Display|SingleSync BT Calling|Fast Charging|110+ Sports,Rectangle,Black,Yes,Yes,Accelerometer,Lithium Polymer,60 min,Upto 7 days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Noise Evolve 3 1.43"" AMOLED Always-On Display with Bluetooth Calling, Metallic Design Smartwatch  (Silver Grey Strap, Regular)","₹1,998","1,01,209 Ratings","7,631 Reviews",,,,,1 smartwatch,wrb-sw-evolve3-std-slvr_gry,"Evolve 3 1.43"" AMOLED Always-On Display with Bluetooth Calling, Metallic Design",Round,Grey,Yes,Yes,"Heart Rate, Accelerometer",,,Upto 7 days,,,,
"Cultsport Ace X 1.96"" AMOLED, Premium Metallic Build, AOD, BT Calling, Live Cricket Score Smartwatch  (Black Strap, Free Size)","₹2,299",184 Ratings,7 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW05,"Ace X 1.96"" AMOLED, Premium Metallic Build, AOD, BT Calling, Live Cricket Score",Rectangle,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Fire-Boltt Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice Smartwatch  (Blue Strap, Free Size)","₹1,398","3,60,129 Ratings","46,957 Reviews",46 mm,8.5 mm,40 g,36.5 mm,"1 Smartwatch, 1 Charging Cable, 1 Manual, 1 Warranty Card",BSW039,"Ninja Calling Pro Plus 46.5mm (1.83) Display Bluetooth Calling, AI Voice",Square,Blue,Yes,Yes,"Bluetooth Calling, SpO2, Heart Rate Sensor HRS3600, Accelerometer 3-Axis Sens, Barometer, Pedometer SC7A20",Lithium Ion,120 minutes,Upto 5 Days,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defects,
"Fastrack Dezire FX1 Luxury Metal with 1.38'' HD Display|Functional Crown|BT Calling|60 Hz Smartwatch  (Steel Strap, Free Size)","₹2,499",257 Ratings,8 Reviews,45 mm,12.5 mm,116 g,51.9 mm,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",38126SM01,Dezire FX1 Luxury Metal with 1.38'' HD Display|Functional Crown|BT Calling|60 Hz,Round,Silver,Yes,Yes,Accelerometer,Lithium Polymer,120 min,5 Days,1 Year Limited Warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
,,,,,,,,,,,,,,,,,,,,,,
"Noise Mettle 1.4'' display, Stainless Steel finish with Metal Strap, Bluetooth Calling Smartwatch  (Black Strap, Regular)","₹1,999","16,772 Ratings","1,008 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-mettle-mtl-blk_blk,"Mettle 1.4'' display, Stainless Steel finish with Metal Strap, Bluetooth Calling",Round,Black,Yes,Yes,"SpO2, Accelerometer",,,"Upto 7 Days, 2 Days with BT Calling",1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,
"Noise Icon 2 1.8'' Display with Bluetooth Calling, Women's Edition, AI Voice Assistant Smartwatch  (Pink Strap, Regular)","₹1,399","6,59,064 Ratings","37,771 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-std-gld_pnk,"Icon 2 1.8'' Display with Bluetooth Calling, Women's Edition, AI Voice Assistant",Rectangle,Pink,Yes,Yes,"Heart Rate, SpO2",,,Upto 7 days,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,
"IAIR W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode | Smartwatch  (Nature Black Strap, Standard)",₹748,78 Ratings,21 Reviews,,,,,"1 Smartwatch, 1 Charging cable, 1 User Manual",W5 Pro,W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode |,Square,"Black, Multicolor",Yes,Yes,Gesture Sensor,Lithium Polymer,60 min,3-4 days,,,,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Jet Black Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Gold Strap, Free Size)","₹2,199",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Gold,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Fastrack FR1|1.39 inch Super UltraVU Display(360*360)|Advanced BT Calling|Split Screen Smartwatch  (Black Strap, Free Size)","₹1,999","17,592 Ratings","1,368 Reviews",46.8 mm,10.95 mm,42.9 g,46.8 mm,"Watch Head, Watch Strap, Charging Cable, Quick Start Guide, Product Manual",38089PP01,FR1|1.39 inch Super UltraVU Display(360*360)|Advanced BT Calling|Split Screen,Round,Black,Yes,Yes,Accelerometer,Lithium Polymer,150 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant Smartwatch  (Black Strap, Regular)","₹1,399","6,59,064 Ratings","37,771 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-std-blk_blk,"Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant",Rectangle,Black,Yes,Yes,"Heart Rate, SpO2",,2 hours,Upto 7 days,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,
"Noise Crew Go with 1.39"" Display, BT Calling with Metal Strap and 7 Days Battery Life Smartwatch  (Black Link Strap, Regular)","₹1,599","6,357 Ratings",439 Reviews,,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-crewgo-meshmtl-blk_blk,"Crew Go with 1.39"" Display, BT Calling with Metal Strap and 7 Days Battery Life",Round,Black,Yes,Yes,"Heart Rate, Accelerometer",,,Up to 7 Days,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.com | 02268056040,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"boAt Enigma Gem Women's Luxury Watch w/ SOS Location Tracker & 1.19''(3.02 cm) AMOLED Smartwatch  (Rose Gold Strap, Free Size)","₹2,699",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Gem,Enigma Gem Women's Luxury Watch w/ SOS Location Tracker & 1.19''(3.02 cm) AMOLED,Round,Gold,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Fastrack Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS Smartwatch  (Grey Strap, Free Size)","₹2,298","24,855 Ratings","1,565 Reviews",52 mm,11.5 mm,52 g,46 mm,"Smartwatch, Charging Cable, Quick Start Guide",38153SP01,"Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS",Round,Grey,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Fire-Boltt 4G Pro Volte Calling- 2.02"" TFT Display, 4G Nano-SIM GPS Smartwatch  (Black Strap, Free Size)","₹1,999","1,028 Ratings",122 Reviews,33 mm,9.8 mm,56.1 g,9.8 mm,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW217,"4G Pro Volte Calling- 2.02"" TFT Display, 4G Nano-SIM GPS",Square,Black,Yes,Yes,"Heart Rate, SpO2, Pedometer",Lithium Ion,180 Hr,5 Days,Covers Manufacturing Defects,Customer Support,Manufacturing Defects,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Orange Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Apple Watch Series 9 GPS 45mm Aluminium Case with Sport Band - S/M  (Midnight Strap, Free Size)","₹28,199","8,121 Ratings",395 Reviews,38 mm,,47.8 g,,"Smartwatch, Strap, Magnetic Fast Charging USB-C Cable, User Manual",MR993HN/A,Watch Series 9 GPS 45mm Aluminium Case with Sport Band - S/M,Rectangle,Grey,Yes,Yes,"Sleep Tracker, Heart Rate Monitor, SPO2, Accelorometer, Gyroscope",Lithium Ion,,Upto 18 hours (Based on Usage),1 Year Manufacturer Warranty,bangalore_adminom 918040455150,Manufacturing Defects,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring Smartwatch  (Black Strap, Free Size)","₹1,399","2,92,730 Ratings","17,819 Reviews",35.78 mm,11.6 mm,45 g,44.17 mm,"Smartwatch, Charging Cable, User Manual",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Rectangle,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 Min,Upto 7 Days,Repair or Replace,Repair or Replace,Any kind of technical issue,
"boAt Storm call 3 w/TBT Navigation,Watch Face Studio,1.83''(4.6 cm)HD Display,QR Tray Smartwatch  (Active Black Strap, Free Size)","₹1,399","2,83,057 Ratings","16,731 Reviews",,,,,"Storm Call 3, ?User Manual, Warranty Card, USB Magnetic Charging Cable",Storm call 3,"Storm call 3 w/TBT Navigation,Watch Face Studio,1.83''(4.6 cm)HD Display,QR Tray",Rectangle,Black,Yes,Yes,"HR, SpO2 & G-sensor",,,Upto 7 days,1 year warranty from the date of purchase,,Manufacturing Defects,
"Boult Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2 Smartwatch  (Jet Black Strap, Free Size)","₹1,399","2,92,730 Ratings","17,819 Reviews",37.28 mm,44.17 mm,42 g,10.75 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift +,"Drift+ Bluetooth Calling, 1.85"" HD, 500Nits Brightness, 150+ Watchfaces, SpO2",Rectangle,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Ion,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"Fire-Boltt Hurricane 33.02mm (1.3) Curved Glass Display with BT Calling, 100+ Sports Modes Smartwatch  (Grey Strap, Free Size)","₹1,599","2,74,632 Ratings","32,618 Reviews",39 mm,9.8 mm,36 g,39 mm,"1 Smartwatch, 1 Charging Cable, 1 Manual",BSW034,"Hurricane 33.02mm (1.3) Curved Glass Display with BT Calling, 100+ Sports Modes",Round,Grey,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer",Lithium Ion,120 Min,"7 days normal, 15 days standby",Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Carry-in,Manufacturing Defects,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Black Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Black,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Noise Crew 1.38"" Round Display with Bluetooth Calling, Metallic finish, IP68 Rating Smartwatch  (Black Strap, Regular)","₹1,399","1,24,156 Ratings","7,821 Reviews",,,,,"Smartwatch,User Manual, Warranty Card",wrb-sw-crew-std-blk_blk,"Crew 1.38"" Round Display with Bluetooth Calling, Metallic finish, IP68 Rating",Round,Black,Yes,Yes,"Heart Rate, Sp02, Sleep Monitor, Stress",,,7 Days,1 Year Manufacturer Warranty,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Manufacturing Defects,
"Boult Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring Smartwatch  (Beige Strap, Free Size)","₹1,399","2,92,730 Ratings","17,819 Reviews",35.78 mm,11.6 mm,45 g,44.17 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Drift,"Drift BT Calling HD Display, 140+ Watchfaces, Complete Health Monitoring",Rectangle,Beige,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,60 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Noise Icon 2 Elite Edition 1.8'' Display with Metallic Body and Bluetooth Calling Smartwatch  (Elite Black Strap, Regular)","₹1,499","6,59,064 Ratings","37,771 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-mtl-blk_blk,Icon 2 Elite Edition 1.8'' Display with Metallic Body and Bluetooth Calling,Rectangle,Black,Yes,Yes,"Heart Rate, SpO2",,,Upto 7 days,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,
"Noise Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant Smartwatch  (Blue Strap, Regular)","₹1,399","6,59,064 Ratings","37,771 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfiticon2-std-blu_blu,"Colorfit Icon 2 1.8'' Display with Bluetooth Calling, AI Voice Assistant",Rectangle,Blue,Yes,Yes,"Heart Rate, SpO2",,,Upto 7 days,1 Year Manufacturer Warranty,Contact - productfeedback@nexxbase.com | support.gonoise.com | +91 8882132132,Manufacturing Defects,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Silver Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Silver,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"GameSir T800 BT watch 1.83"" Screen Sunlight Proof Display Music Play Insta WA Notifier Smartwatch  (Orange Strap, Free Size)",₹699,"7,924 Ratings",151 Reviews,60 mm,45 mm,100 g,50 mm,Smartwatch,GS-T800-Orange-2,"T800 BT watch 1.83"" Screen Sunlight Proof Display Music Play Insta WA Notifier",Square,Orange,Yes,Yes,Fitness Health Sports G-sensor,Lithium Polymer,100 min,3 Days after proper use and Normal Use 7 Days,3 month warranty,Carry on Warranty - ircinnovations@gmail.com,Manufacturing Defects,
"boAt Wave Fury with 1.83'' HD Display, Bluetooth Calling & Functional Crown Smartwatch  (Active Black Strap, Free Size)","₹1,399","62,023 Ratings","3,076 Reviews",,,,,Wave Fury::‎User Manual::Warranty Card::USB Magnetic Charging Cable,Wave Fury,"Wave Fury with 1.83'' HD Display, Bluetooth Calling & Functional Crown",Rectangle,Black,Yes,Yes,"Accelerometer, HR and SpO2",,,7 Days,1 year warranty from the date of purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Silver Strap, Free Size)","₹1,599","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Silver,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Fastrack Revoltt FS1 1.83 Display|BT Calling|Fastcharge|110+ Sports Mode|200+ WatchFaces Smartwatch  (Black Strap, Free Size)","₹1,299","2,92,000 Ratings","19,220 Reviews",50.8 mm,10.6 mm,41.9 g,37.9 mm,Watch Head::Watch Strap::Charging Cable::Quick Start Guide::Product Manual,38083PP01,Revoltt FS1 1.83 Display|BT Calling|Fastcharge|110+ Sports Mode|200+ WatchFaces,Square,Black,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,45 min,Upto 5 Days,1 Year Manufacturer Warranty,customer care at 1800-266-0123 or email us at customercareco.in,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Black Strap, Free Size)","₹2,198","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Titan Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling Smartwatch  (Black Strap, Free Size)","₹8,995",393 Ratings,22 Reviews,47.6 mm,12.3 mm,48.5 g,51.4 mm,"Smartwatch, Watch Strap, Charging Cable, Quick Start Guide, Warranty Card",90172AP01,"Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling",Round,Black,Yes,Yes,Accelerometer,Lithium Polymer,150 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Apple Watch Series 9 GPS 45mm Silver Aluminium Case with Storm Blue Sport Band - S/M  (Silver Strap, Free Size)","₹31,999","8,121 Ratings",395 Reviews,38 mm,,47.8 g,,"Smartwatch, Strap, Magnetic Fast Charging USB-C Cable, User Manual",MR9D3HN/A,Watch Series 9 GPS 45mm Silver Aluminium Case with Storm Blue Sport Band - S/M,Rectangle,Silver,Yes,Yes,"Sleep Tracker, Heart Rate Monitor, SPO2, Accelorometer, Gyroscope",Lithium Ion,,Upto 18 hours (Based on Usage),1 Year Manufacturer Warranty,bangalore_admin@apple.com 918040455150,Manufacturing Defects,
